id,views
222332,21
222826,13
223166,9
223768,4
223857,42
223970,1
224848,300
225550,51
225770,16
225942,3
226377,588
226482,26
226485,43
226948,100
227422,40
227426,1644
227588,15
227903,63
227910,5
228087,1
228350,470
228457,103
228657,2543
229088,1
229196,43
229637,13
229666,25
229669,623
229706,1
230042,26
230058,2
230535,3
230757,34
231194,24
232306,465
232522,317
232825,101
233033,33
233090,280
233377,1
234022,153
234805,20
234995,31
235550,4
235889,17
235913,5
235945,926
236218,3
236391,107
237203,37
237474,25
237526,27
237639,18
237779,4
237843,1
237927,2
238015,91
238250,42
238409,25
238479,83
238679,184
238738,106
239178,63
239833,3
240423,42
240430,68
240649,216
240742,5
241337,22
241450,49
241897,48
243271,35
243369,60
243870,174
244179,45
244262,224
244665,4
244669,6
244773,8
244942,71
245334,20
245550,5
245914,1
245987,150
246402,6
246769,18
247177,11
247281,14
247925,47
248165,116
248190,14
248303,2
248451,3
248685,141
248779,16
248969,1
248997,36
249422,296
249458,13
250009,2
250255,25
250275,55
251017,15
251599,13
251987,28
252961,35
253186,29
253593,53
253791,37
253814,36
253869,10
254349,63
254351,30
254957,70
255039,134
255382,2
255673,2
255762,281
255817,289
256182,22
256298,60
256317,8098
257039,49
257373,12
257763,105
257798,23
258438,24
258557,86
258699,110
258987,45
259241,71
259301,1
259725,9
259822,36
261069,126
261167,35
261525,54
261850,65
261905,205
261945,1823
262177,146
262401,63
262507,2
262546,24
262561,8
262682,28
262851,3
263127,5
263317,15
263990,34
264558,23
264897,1
265189,112
265374,1
266187,1266
266619,11
267150,25
267853,11
267889,20
268355,2
268586,44
268618,16
268653,6
268721,7
269195,61
269838,13
270730,290
270981,174
271490,1
271593,33
272366,14
272411,37
272510,14
273175,10
273179,21
273222,86
273441,7
273854,12
274019,148
274187,162
275170,80
275573,93
275761,255
275925,835
276415,56
277358,587
277434,51
277797,1
277933,6
278781,1
279135,16
279350,420
279838,48
280299,461
280882,25
281189,252
281421,215
281733,28
282019,131
282201,423
282435,44
282781,91
283246,303
283597,234
284002,12
284707,103
284966,3
285095,652
286258,2
286517,264
286958,2
287018,26
287081,3
287475,51
287867,1
287951,18
288894,32
289442,110
289774,49
290037,1
290127,88
290831,23
291614,18
291642,763
291707,36
293001,2
294199,18
294245,3
294321,99
294681,98
294775,47
295210,21
295770,12
295973,3
296217,257
296974,25
297267,49
297277,5
297374,67
297397,48
297586,26
297639,166
297643,462
298001,914
298649,1
298729,4
298838,24
298869,65
299070,8
299422,2
299555,77
299941,1
301007,53
301490,119
302017,11
302691,5
302833,7
303585,709
303689,5
303966,1
304261,24
304394,21
305213,78
307046,10
307050,4
307806,23
308278,47
308750,4688
308939,156
309059,1
309254,196
309694,20
309870,35
312481,110
312497,9
312702,2
313470,657
313838,150
313861,8
314193,619
314213,4
314217,26
314238,305
315035,45
315181,30
315223,27
316079,152
317209,141
318538,306
319095,24
319173,89
319379,99
320429,6
321146,66
321715,9
321895,24
322253,24
322405,25
322611,2
323113,37
323413,1
323499,5
324363,24
324598,950
324773,279
324806,51
325783,30
325882,158
326301,126
326554,7
327026,1
327042,22
327258,19
327509,1
327553,716
327619,12
327865,99
329805,23
330477,39
330670,10
331129,2
332502,77
333938,1
334255,1
334935,267
335321,28
335845,27
336179,1
336207,100
336541,82
337469,348
337593,36
337973,27
338066,20
338797,2
338825,990
339055,1
339235,2
339406,28
340361,35
340550,47
340835,23
341115,155
341197,70
341307,41
341510,360
341734,19
341754,15
342183,234
342479,217
342685,11
343011,1
343127,1
343343,33
343585,4
343777,22
343850,68
344205,56
344455,203
344557,27
345173,28
346141,191
346362,6
346869,62
346937,60
347145,48
347415,3
347510,545
347633,44
347699,23
347709,53
347711,102
347810,51
348303,4
348463,13
348817,30
349321,29
349473,13
349801,35
350053,325
350165,52
350673,11
351597,37
352918,23
353526,125
354638,5
354998,20
355173,18
355305,230
355350,96
355430,146
355459,1
355461,187
355821,2
356149,22
356503,51
357627,12
358325,311
358682,212
359418,32
359587,55
359722,80
359883,1
360227,17
360231,23
360314,313
360369,1
360550,2
361127,39
361762,99
361942,11
362174,1
362691,304
363143,9108
363334,28
363799,24
363849,2
365085,70
365493,19
366410,97
366695,55
366770,122
367850,30
368210,1
368655,83
369117,21
370727,22
371189,3
371287,45
371695,241
372125,74
372247,143
372789,39
372873,843
373858,102
374327,32
374710,51
374760,120
374937,27
375609,255
375712,341
376095,43
376588,71
376628,47
376781,25
377082,158
377122,21
377400,948
377475,13
377505,30
378099,27
378142,80
378326,100
380465,4
380575,173
380941,29
382579,10
382633,27
383207,3
383567,46
383568,2
384051,10
385082,30
385345,18
385597,1
386253,40
386320,16
386746,1
386879,44
389005,50
389666,45
390311,45
391959,30
392271,349
392276,9
392879,3
394321,14
395332,54
399835,149
402429,43
402561,47
402679,40
403927,687
404153,2
404320,38
404781,12
404823,53
406545,15
406602,18
407984,330
408085,11
408385,21
409296,3
410391,221
412340,7
413043,10
413287,285
413601,69
414130,25
414438,30
414545,104
414619,1
414637,3310
414773,1
415180,65
415363,927
417183,28
418463,44
418940,78
419849,2
420114,47
420197,25
423674,121
423917,26
424369,163
424619,39
425093,123
425434,12
426084,4
426476,2
426492,561
426927,24
428434,471
429425,637
430362,23
431190,32
431822,137
433974,93
435143,24
435305,19
435535,17
436272,35
436860,10
437233,6
437924,51
438505,30
439051,8
440079,441
440611,4
441449,90
442610,22
442618,19
443851,1
444409,70
444766,79
444913,2
444947,23
444959,11
445633,21
445779,22
446877,986
448427,59
449115,48
449175,10
449707,102
450281,4
450619,4
450975,1
451281,93
451780,1
452537,26
456214,32
456663,3
456757,23
458339,19
458876,58
459921,206
460644,10
461019,22
461457,18
461707,3
461829,414
462353,1
462761,93
463224,50
465121,110
467438,14
469034,27
469225,22
469557,575
470493,27
470840,28
471371,6
471435,28
472045,7
473457,101
474032,41
474041,3
475541,12
475697,31
478767,9
479633,183
479659,72
480254,27
480480,1
480609,14
480652,27
481066,559
481561,1
482147,7
485015,3
485036,86
485083,66
485187,851
485395,127
486977,4
488345,39
491193,422
492861,23
493302,6
493410,23
493493,5
493564,14
494187,25
494710,151
494759,34
494972,47
496098,34
496761,4
498578,13
500578,72
503506,1
504625,10
504777,33
505550,11
505802,3536
505933,1
506090,55
507070,6
507974,1
508217,36
508660,26
509193,55
510021,395
514335,3
514522,44
515409,84
515751,20
515821,26
516058,88
518097,201
518195,26
518309,18
518565,3
518593,13
519859,332
520219,310
520381,22
521298,64
521667,11
521763,66
523003,62
523139,431
523221,1
523250,6
523478,3
523618,44
523661,999
524193,67
524229,2
524475,30
525101,26
525497,4
526239,20
526370,29
526559,27
526617,20
527433,4
527558,58
528387,21
528547,1
529153,2
529407,28
529547,10
529866,1
530105,4
531607,42
531878,23
532198,524
533014,240
533223,39
533573,21
534030,64
534102,708
534134,47
536599,68
536942,1
537137,20
537211,1
537934,82
538109,48
538793,15
538897,156
539503,399
540693,42
540744,1
540960,99
541621,28
541969,215
542010,1
542110,287
542355,27
543255,11
543465,10
543606,315
544105,29
545141,14
545681,339
545841,5
545870,8
545957,6
546054,1
546285,149
548128,74
548209,6
548230,5
549637,21
549685,1
549961,395
551282,50
551703,4
552298,34
552735,28
553119,24
553419,88
554006,29
554711,224
554717,350
554893,52
555915,24
556082,11
556372,68
556479,25
556798,5
557505,1
557786,7
557930,162
558313,149
562932,64
562944,5
563310,62
563430,2
563590,54
564357,34
565311,2
565543,74
565905,25
567419,24
567873,1
568232,122
569222,1
570815,4
572000,6
573587,1254
575347,42
575675,5
577410,5
578435,28
580023,37
581105,146
581289,63
581777,3385
582324,8
582549,56
583835,26
584061,623
584431,2
585007,1674
586099,128
587091,669
587133,14
588648,54
589072,9
589766,1
590552,9
591188,4
591428,35
591634,41
593059,25
593091,290
593216,325
593443,238
593684,1
593917,424
594985,26
595193,26
595415,15
596705,1
597372,66
598257,50
599026,108
600843,2
601783,92
602320,2
603059,101
604149,44
607840,20
608865,41
609051,1
610454,135
610944,1
611568,19
611900,14
612099,13
613709,968
613793,26
613891,50
613996,47
615370,488
615697,9
616096,2011
617122,6
617288,214
617766,1
618725,5
619096,2
619220,22
619530,54
621264,2
622763,31
622978,142
623420,23
624178,7
624853,51
625014,1315
625245,45
626575,15
626663,20
627076,139
628887,43
629440,7
630679,4
631134,24
631754,25
634274,6
634400,24
635012,43
636989,1
637931,1015
638057,164
638385,18
638780,9
639156,4
641723,1
643127,75
643403,21
644027,137
644540,281
646436,381
646547,230
647178,15
647369,1
649946,7
651476,2
652208,27
652721,56
654674,29
654854,1
656612,26
657145,35
658810,49
659060,63
661899,68
662624,23
664754,52
665573,504
666908,80
667198,1270
667765,54
669932,22
671828,33
672527,50
672959,27
673871,28
674173,20
676680,117
678529,138
678666,236
680097,741
681643,27
681735,30
682413,1
682557,20
683295,8
683700,264
685470,1
685540,127
685945,29
686172,26
687345,742
689030,35
689667,205
689808,12
691332,1
691374,58
694560,5
695058,15
695418,35
695521,3
698797,28
698815,60
699508,185
699715,56
700158,21
700624,36
701130,1114
701931,1
702402,839
703461,8
704728,1
706575,22
707601,24
707781,575
707961,26
709012,1
709869,1
710263,55
711019,207
711820,167
712308,45
712326,85
713287,427
715717,24
715731,572
715861,21
716046,12
718449,24
719250,25
719501,139
719650,7
719931,190
720721,37
721632,54
721959,31
722265,42
722638,63
723387,37
723808,515
725181,13
727269,36
730396,16
730828,26
731009,61
733539,17
734016,112
734473,28
734586,25
734663,399
734867,21
734894,22
735383,27
737598,753
738154,21
738951,780
739779,35
740334,17
740370,63
741540,126
741691,1
744149,97
745688,71
747300,266
749739,1
750295,1
750632,464
752190,152
753359,15
753675,20
753933,51
754401,83
758982,208
760434,2
760938,21
762742,16
764929,8
765546,51
765636,85
766506,1743
766776,187
767035,49
768772,382
769548,2
770145,633
770338,37
772098,4
774285,21
774395,1
775131,25
776476,27
777394,75
777556,23
777624,28
778582,7
779576,75
781593,16
781831,1
783998,21
784644,343
790082,76
791270,1
791592,39
791693,135
791891,80
796547,393
798968,94
799895,1
800218,596
802427,4
802838,103
803012,244
803375,22
804035,2
807788,1
810869,29
811697,33
811862,680
812937,5
814177,279
815664,305
817130,239
818273,57
819683,75
824412,16
826032,37
826766,14
828707,574
830369,9
831593,25
833141,61
833624,2
834830,727
837299,17
837494,15
839417,120
839534,16
842024,3
842934,628
844670,70
846347,4
846437,151
846464,383
847262,13
849347,45
849809,50
851741,1941
851853,33
852692,36
852908,10
853028,28
853328,7
853691,25
854414,4
854592,27
855326,93
859008,383
861631,22
862711,23
863494,185
865717,248
866455,139
868417,5
868640,5
868952,109
872966,24
873187,36
874937,17
875968,1
876101,30
877460,1
880765,173
881753,30
882880,45
883955,26
884318,34
886275,27
886853,23
890287,176
891320,1
891839,5
892159,1605
893939,97
893990,17
894078,9
894674,1017
895239,1
898382,1
899316,43
899704,70
900147,5
900862,12
902153,48
903209,1
903519,93
904813,1167
905020,99
905189,35
905918,22
906122,101
908033,7
908076,44
912299,20
912803,15
915001,629
915617,117
915779,42
916232,66
918583,76
921175,1064
921265,520
921659,709
921877,2
922791,25
923105,10
923213,266
923285,3
923713,6
925583,1
926714,1
929300,3
930859,151
931408,30
931838,883
932009,293
933442,19
933809,267
934076,369
938365,1
939067,763
939232,2
939259,48
943589,23
943684,1
944336,1
945536,44
945965,24
946688,10
947872,2
947923,170
948396,3
948449,25
951305,2
952898,4
955427,4
956327,11
956689,57
958667,220
961718,281
963290,64
963302,23
963635,44
965716,22
966575,12
966665,9
967448,13
967849,332
968639,72
969811,19
972511,1
972914,15
975690,24
977000,6
977738,1
979938,100
982094,21
984260,13
984742,393
985507,1
985613,15
987334,106
987725,188
987941,5
988045,70
991220,107
991463,21
992612,1
995596,14
996526,49
998251,29
998692,1
999379,2
999578,43
999695,2
1000114,63
1003160,5112
1004546,41
1004834,91
1005062,9
1005102,11
1006048,5
1009384,30
1009987,550
1010547,71
1013402,29
1013465,556
1014374,66
1017043,57
1019293,50
1019599,38
1021169,26
1023005,2
1023374,19
1024634,24
1029137,535
1029823,3
1029976,1
1031555,24
1031695,18
1032141,1
1034128,4
1034147,7
1034417,151
1035109,116
1036195,26
1037936,176
1038197,7
1040888,51
1042435,59
1046513,1
1047287,4
1049578,30
1049726,29
1051499,13
1051754,6
1052139,1
1052217,10
1052379,1
1053740,1
1053817,7
1054132,143
1055414,157
1058641,126
1059895,44
1062415,20
1062767,26
1063753,1
1068426,30
1070025,16
1071200,157
1071970,42
1073738,33
1075448,5
1075475,1028
1075636,11
1076200,682
1077400,81
1078686,71
1079217,2
1080209,301
1082063,201
1083574,111
1084132,1
1084300,5
1084401,20
1084520,2
1084840,1201
1085213,1
1085662,27
1086103,29
1086229,18
1094483,114
1095383,17
1095815,56
1096669,10
1096696,99
1096909,16
1097453,29
1097858,3
1098991,2
1099910,29
1100638,93
1105292,208
1109836,35
1110445,129
1111385,20
1112708,20
1113527,73
1114489,482
1115147,18
1115192,1724
1115983,3
1117091,45
1118270,1
1120493,1
1121155,33
1122752,2
1124641,43
1126856,31
1129615,134
1130087,1
1133494,26
1134038,5
1134924,4
1135321,11
1136009,14
1136170,57
1137529,13
1137872,12
1140158,123
1140418,370
1141769,99
1142110,27
1142337,2
1142902,10
1143092,24
1144294,1
1144738,9
1144978,51
1146607,11
1147484,27
1147574,133
1148303,1
1150346,2
1150877,88
1151890,83
1153460,51
1153617,1
1154944,34
1158345,115
1160210,283
1160507,23
1160966,3
1161466,5
1161484,14
1161668,27
1162001,648
1162855,251
1163266,6
1163851,13
1164724,158
1164769,6
1165444,123
1168093,91
1169196,5
1170871,86
1172126,1
1173593,10
1174060,1
1176095,21
1176751,21
1177508,1
1178047,53
1178461,12
1178722,72
1178895,132
1178912,19
1180501,17
1182513,2449
1183259,5
1185355,45
1186247,132
1186639,2
1187372,7
1188200,6
1189423,13
1189828,27
1191135,112
1191368,123
1192053,18
1194964,101
1194973,412
1195477,17
1196848,13
1197684,73
1199900,73
1202536,3
1203613,37
1204932,3
1208221,22
1208225,21
1209160,4549
1210718,47
1211555,1223
1211578,83
1211614,697
1211965,264
1213004,20
1213129,192
1215245,3
1216812,1
1217058,7
1217127,25
1217214,2
1217333,965
1217350,58
1217693,3
1218647,181
1219516,651
1221364,1
1227043,2
1228133,12
1228524,71
1229220,3
1229322,1
1230995,6
1231705,26
1232047,43
1232237,43
1233335,23
1235824,4
1235842,50
1237195,11
1239248,143
1240364,4
1240768,12
1241625,6
1245106,35
1247227,2
1249930,28
1250746,1851
1252720,6
1259632,7
1260457,48
1260565,86
1261060,17
1265581,744
1266478,357
1266914,1
1267038,1
1268917,18
1271368,90
1272661,21
1273609,2
1274078,5
1275770,101
1276374,29
1277236,1
1278484,24
1279429,2
1279747,48
1280476,1
1281076,88
1281429,1
1281681,81
1282610,80
1282807,15
1283330,31
1283623,691
1284544,19
1285373,2
1286883,49
1287804,29
1288626,233
1288756,48
1289148,9
1290751,36
1291741,149
1291749,26
1292211,52
1292400,1
1292699,1
1293031,22
1293437,1
1294120,1
1294507,3
1298896,2
1299296,242
1299458,212
1299805,24
1300123,4
1300159,2
1304381,296
1304731,451
1304812,9
1304911,1
1304965,1
1305730,28
1306397,162
1306648,67
1307306,55
1307369,74
1307909,2
1310051,23
1310403,20
1310868,33
1311573,41
1313560,6
1316743,261
1317553,241
1318183,37
1318475,94
1318699,10
1320361,87
1323820,91
1324414,29
1325935,7
1326237,30
1326375,27
1327951,22
1328209,22
1334170,188
1337480,2
1339250,9
1340215,34
1340534,22
1342348,86
1342771,1
1344468,98
1344701,48
1346762,97
1347285,49
1348744,12
1350900,46
1351629,23
1352866,68
1354457,76
1354864,1145
1356397,996
1356684,59
1358275,21
1360622,135
1361164,69
1361855,3
1362607,26
1363025,23
1366418,50
1368570,42
1369245,1
1372522,11
1373312,4
1374394,62
1376345,1
1377204,1
1378915,2
1378921,47
1379263,115
1380242,41
1380314,53
1384083,3
1384472,91
1384940,16
1385206,824
1385229,128
1385269,111
1388191,132
1389476,35
1389697,22
1391443,37
1391821,5
1392838,25
1393456,41
1394975,2
1395760,39
1395812,31
1396123,1696
1396323,1
1396354,11
1397848,76
1398386,13
1399178,3
1399773,27
1400296,65
1400879,25
1400888,5
1402168,86
1403651,15
1403851,1
1405093,19
1406009,17
1409546,1
1409611,75
1414309,391
1416251,5
1416327,61
1416422,20
1418204,20
1418487,71
1421709,58
1421823,81
1423041,116
1423838,6
1424812,282
1429292,42
1429528,135
1431042,3
1431778,10
1432748,81
1432965,129
1433094,103
1433234,15
1434838,129
1438179,26
1438663,14
1438949,298
1439904,89
1443363,1
1443561,5
1443863,25
1444405,44
1445789,318
1446196,61
1446693,170
1447494,131
1448167,1
1448473,66
1448921,37
1449929,59
1450928,1
1451787,2
1452435,10
1452694,23
1452845,278
1454917,8
1455648,68
1456969,32
1457151,18
1457383,35
1458130,6
1461341,33
1461413,117
1461766,2
1461910,12
1463008,50
1463199,85
1463262,2
1465670,116
1466502,4
1468624,167
1469538,13
1472150,13
1475714,966
1477685,53
1478599,3
1478864,51
1479683,27
1480169,1
1480691,93
1480830,325
1481026,4
1481505,1822
1482342,23
1483778,20
1484329,107
1485291,4
1485466,242
1486120,25
1486345,344
1488508,47
1488802,36
1490182,39
1492418,359
1492764,98
1493157,859
1495840,29
1496740,172
1499784,3
1501690,33
1502768,3
1503787,2
1505513,20
1506363,47
1507750,166
1510438,11
1511892,29
1514416,56
1514502,37
1517933,67
1518241,437
1518529,1
1518565,30
1518727,85
1519612,30
1520269,91
1524402,529
1524638,6
1526978,53
1528832,27
1529428,35
1530371,126
1530740,8
1534119,32
1535123,4
1538444,27
1540253,689
1540392,1
1541272,35
1541740,20
1542219,19
1542541,213
1542640,21
1544321,167
1550209,269
1550533,50
1550589,22
1553179,5
1554788,134
1557074,13
1559400,133
1560121,4
1560840,23
1561581,17
1563952,18
1564755,2
1565608,24
1565660,8
1565743,1
1566112,16
1566938,21
1568326,7
1569440,88
1572320,45
1572864,23
1572873,1
1574220,85
1576939,19
1577319,38
1577400,104
1578352,2
1578469,14
1579056,110
1579547,24
1581379,82
1583235,37
1587438,13
1587526,17
1588880,13
1589118,4
1589951,66
1591233,30
1592608,433
1592761,1
1592961,35
1593157,2
1594440,17
1595108,2
1595857,42
1596458,1
1596577,1
1598006,42
1598706,9
1599833,22
1600022,5
1600168,88
1605570,22
1607226,6
1609755,21
1610097,47
1610727,317
1611646,1
1615450,181
1616017,47
1616233,32
1616784,32
1617261,2
1619808,6
1623984,30
1624331,52
1625582,1
1627870,12
1628448,15
1631895,13
1631989,153
1632372,8
1632682,45
1633137,1
1633966,7
1637185,42
1639648,1
1641133,415
1642659,156
1643050,229
1644151,23
1644340,4
1645858,27
1645924,7
1646574,196
1646971,33
1648864,145
1649643,291
1650430,49
1650880,31
1650966,164
1653216,10
1655092,46
1655392,2
1655518,121
1655536,10
1655977,1477
1656658,33
1658010,1
1658184,1
1658659,77
1659961,1451
1663551,22
1663758,11
1665037,37
1667724,22
1667845,1608
1671919,52
1672275,4
1672321,139
1673718,7
1675927,2
1678441,477
1679752,45
1682869,60
1685089,1
1685548,410
1687972,351
1689297,187
1692271,2
1693419,38
1694391,212
1694836,7
1694854,4
1696164,28
1699359,450
1700542,616
1702363,71
1705368,22
1706464,50
1707513,1
1707835,40
1709337,25
1709428,6
1710181,190
1711810,28
1713118,138
1713946,1
1714420,2
1717708,97
1720436,5
1721346,6
1723369,46
1725436,4
1725717,22
1726221,222
1727169,128
1727333,29
1727790,65
1728330,1
1729472,24
1730876,5
1731354,17
1731895,34
1731921,26
1732714,30
1733452,20
1733469,8
1734828,67
1735593,1
1735881,2
1737852,14
1739845,1
1740011,144
1740138,18
1740974,26
1741713,7
1743433,24
1745447,135
1746320,694
1748229,21
1748400,56
1748625,1244
1748895,23
1748958,88
1749895,2
1750002,1426
1753548,510
1755410,30
1757589,53
1758065,1
1759128,163
1759586,59
1759732,1
1762296,36
1762305,8
1762477,53
1762592,1
1764380,119
1765033,90
1766013,49
1766516,19
1768120,79
1769090,25
1770911,34
1771756,23
1771934,159
1772088,22
1772465,541
1774310,15
1776575,1
1776796,34
1779986,10
1780102,32
1780538,207
1780766,319
1781011,19
1783123,7
1786147,7
1786281,3
1787523,2
1787594,21
1788307,49
1789819,64
1790512,2
1792114,48
1793319,26
1793687,3
1796407,24
1796713,19
1796821,37
1797017,1
1797722,7
1799241,14
1802185,55
1802643,485
1803553,84
1803741,1
1804147,16
1804769,26
1804821,59
1808043,24
1809978,3
1810311,3
1810464,18
1810736,10
1812390,103
1812709,37
1812876,68
1813480,59
1813659,61
1815864,20
1816460,84
1819059,12
1820221,21
1820330,304
1822670,27
1823236,1
1825440,79
1825476,23
1828664,26
1829391,45
1830517,34
1831472,1265
1831488,7
1831669,52
1834627,8
1836051,2
1837536,607
1841532,2
1841674,9
1841867,23
1842403,47
1843588,4
1844198,20
1844394,107
1844414,43
1845106,54
1845778,71
1847688,12
1849247,1388
1849544,21
1849889,57
1850915,70
1851684,17
1853389,1
1853458,27
